Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Age,City,ZipCode,State
Graduate Degree,Professional,F,M,Yes,0,0,2,121685,57,No,55,Toledo,43601,Ohio
Graduate Degree,Professional,M,M,Yes,0,0,3,150910,87,No,55,Nashville,37201,Tennessee
Bachelors,Professional,F,S,No,1,0,0,63115,47,No,59,Arlington,76010,Texas
Bachelors,Skilled Manual,F,S,Yes,1,3,3,100022,76,No,59,San Francisco,94101,California
Bachelors,Skilled Manual,F,S,No,1,3,3,97202,75,Yes,59,Chula Vista,91910,California
Bachelors,Skilled Manual,F,S,Yes,1,3,3,92561,71,Yes,60,San Antonio,78201,Texas
Bachelors,Skilled Manual,F,S,Yes,2,3,3,99972,77,Yes,59,Lincoln,68501,Nebraska
Bachelors,Skilled Manual,F,S,Yes,2,3,3,111349,77,Yes,59,Saint Paul,55101,Minnesota
Bachelors,Skilled Manual,F,S,Yes,3,3,3,98505,79,No,59,Albuquerque,87101,New Mexico
Bachelors,Skilled Manual,F,S,Yes,1,4,4,115172,84,Yes,59,Columbus,43085,Ohio
Bachelors,Professional,F,M,No,1,0,0,48892,49,No,60,Houston,77001,Texas
Bachelors,Skilled Manual,F,S,Yes,2,4,4,57352,78,Yes,60,Columbus,43085,Ohio
Bachelors,Skilled Manual,M,S,No,2,4,4,51606,108,Yes,60,Mesa,85201,Arizona
Bachelors,Skilled Manual,M,S,No,2,4,4,60875,118,Yes,60,Dallas,75201,Texas
Bachelors,Skilled Manual,M,S,Yes,3,4,4,66302,124,Yes,60,San Francisco,94101,California
Bachelors,Skilled Manual,F,S,Yes,2,2,4,51125,59,Yes,60,Riverside,92501,California
Bachelors,Professional,M,M,Yes,2,2,4,94140,115,Yes,61,Tucson,85701,Arizona
Bachelors,Professional,M,M,Yes,2,2,4,104567,111,Yes,61,New Orleans,70112,Louisiana
Bachelors,Professional,M,S,No,1,0,0,97105,73,No,56,Jacksonville,32099,Florida
Bachelors,Professional,F,S,Yes,1,0,0,94993,54,Yes,56,Anchorage,99501,Alaska
Bachelors,Professional,M,S,Yes,1,0,0,106720,78,Yes,61,Cleveland,44101,Ohio
Bachelors,Professional,M,S,No,1,0,0,92328,76,Yes,61,Stockton,95201,California
Bachelors,Professional,M,S,No,1,0,0,106330,76,Yes,61,Houston,77001,Texas
Graduate Degree,Professional,M,M,Yes,0,2,3,104936,112,Yes,61,San Francisco,94101,California
High School,Skilled Manual,M,S,Yes,2,2,3,61643,98,Yes,62,Chicago,60601,Illinois
Partial College,Skilled Manual,M,M,Yes,1,0,1,102648,84,No,62,Austin,73301,Texas
Partial College,Skilled Manual,F,M,Yes,1,0,1,68889,56,No,63,New Orleans,70112,Louisiana
High School,Skilled Manual,M,M,Yes,2,2,4,37748,94,No,64,Colorado Springs,80901,Colorado
High School,Skilled Manual,F,M,Yes,2,2,4,33709,56,No,64,El Paso,79901,Texas
Partial College,Skilled Manual,M,M,No,1,0,0,92544,79,No,57,San Diego,92101,California
Partial College,Skilled Manual,F,S,Yes,1,0,0,66763,49,Yes,57,Jacksonville,32099,Florida
Graduate Degree,Professional,M,M,No,1,0,0,121159,86,No,57,Bakersfield,93301,California
Graduate Degree,Professional,M,S,No,1,0,0,126340,81,Yes,57,Bakersfield,93301,California
Graduate Degree,Professional,F,S,No,1,0,0,84568,50,Yes,57,New York,10001,New York
Partial College,Skilled Manual,F,M,Yes,1,0,1,73756,49,No,64,Denver,80201,Colorado
Partial College,Skilled Manual,M,M,Yes,1,0,1,84102,81,No,64,Santa Ana,92701,California
Partial College,Skilled Manual,F,M,Yes,1,0,1,65947,51,No,64,Honolulu,96801,Hawaii
Partial College,Skilled Manual,M,M,Yes,1,0,1,106987,85,No,64,Riverside,92501,California
Partial College,Skilled Manual,F,M,Yes,1,0,1,77179,48,No,64,Durham,27701,North Carolina
Bachelors,Professional,M,M,Yes,0,3,4,112941,125,Yes,65,Milwaukee,53201,Wisconsin
Graduate Degree,Professional,F,M,Yes,1,0,1,100966,52,No,65,Miami,33101,Florida
Graduate Degree,Professional,F,S,Yes,0,0,2,131787,57,Yes,65,Lexington,40502,Kentucky
Graduate Degree,Professional,M,M,Yes,0,0,2,144197,87,No,65,Washington,20001,DC
Graduate Degree,Management,M,S,Yes,1,0,1,113620,62,No,95,San Jose,95101,California
Graduate Degree,Management,M,M,Yes,0,0,1,160333,89,No,55,Tampa,33601,Florida
Bachelors,Professional,M,M,Yes,1,2,2,102064,114,Yes,56,Boston,2101,Massachusetts
Bachelors,Professional,M,M,Yes,0,0,2,130910,90,No,54,Jacksonville,32099,Florida
Bachelors,Professional,F,S,Yes,1,2,2,77521,61,Yes,57,Sacramento,94203,California
Bachelors,Professional,F,M,Yes,3,5,5,86069,97,Yes,57,Louisville,40201,Kentucky
Graduate Degree,Management,F,M,Yes,0,0,1,162650,54,No,55,Detroit,48201,Michigan
Graduate Degree,Management,F,M,Yes,3,5,5,98601,105,Yes,58,Oklahoma City,73101,Oklahoma
Graduate Degree,Management,F,M,Yes,3,5,5,108553,102,No,58,Lexington,40502,Kentucky
Graduate Degree,Management,F,M,Yes,3,5,5,116114,111,No,58,Jacksonville,32099,Florida
Bachelors,Professional,F,S,No,0,0,0,114183,55,Yes,58,Seattle,98101,Washington
Bachelors,Professional,M,M,Yes,0,0,0,124662,87,No,58,Milwaukee,53201,Wisconsin
Bachelors,Professional,M,S,Yes,1,3,3,106604,114,Yes,60,Fresno,93701,California
Bachelors,Professional,F,S,No,1,3,3,80464,75,Yes,59,Toledo,43601,Ohio
Bachelors,Professional,M,S,No,1,0,0,118609,79,No,56,Denver,80201,Colorado
Bachelors,Professional,M,S,No,1,0,0,100691,72,No,56,Santa Ana,92701,California
Bachelors,Professional,F,S,Yes,1,0,0,88733,48,Yes,56,Corpus Christi,78401,Texas
Bachelors,Professional,M,S,No,1,0,0,101709,77,No,59,Corpus Christi,78401,Texas
Bachelors,Professional,F,S,Yes,2,3,3,84555,78,Yes,60,Durham,27701,North Carolina
Bachelors,Professional,F,M,Yes,2,4,4,85758,84,Yes,60,Memphis,37501,Tennessee
Bachelors,Professional,M,S,Yes,2,4,4,108992,133,Yes,60,Fresno,93701,California
Bachelors,Management,M,M,Yes,2,0,2,130455,84,No,56,Kansas City,64101,Missouri
Bachelors,Management,F,M,Yes,3,0,2,103497,56,No,57,Miami,33101,Florida
Bachelors,Management,F,M,Yes,3,0,3,106229,53,No,56,New York,10001,New York
High School,Skilled Manual,F,S,No,2,0,0,33929,43,No,45,San Francisco,94101,California
Partial College,Skilled Manual,F,S,Yes,1,0,0,41008,39,Yes,45,Indianapolis,46201,Indiana
High School,Skilled Manual,F,M,No,3,0,5,13177,31,No,80,Fresno,93701,California
High School,Skilled Manual,M,M,Yes,2,0,3,14853,62,No,80,Baltimore,21201,Maryland
High School,Skilled Manual,M,M,Yes,2,0,4,23823,62,No,80,Anaheim,92801,California
Partial College,Skilled Manual,M,S,No,1,0,0,92848,72,No,45,Los Angeles,90001,California
Partial College,Skilled Manual,F,M,No,1,0,0,69655,52,No,45,San Jose,95101,California
Partial College,Skilled Manual,F,M,Yes,2,0,0,69454,52,No,45,Chicago,60601,Illinois
High School,Skilled Manual,M,S,No,2,0,0,55920,66,Yes,46,Wichita,67201,Kansas
Partial High School,Clerical,M,S,Yes,2,0,0,32521,61,No,46,Fort Wayne,46801,Indiana
Partial College,Skilled Manual,F,S,Yes,1,0,0,50565,42,No,47,Lincoln,68501,Nebraska
Partial College,Skilled Manual,F,S,No,1,0,0,46426,43,No,46,Louisville,40201,Kentucky
Partial College,Skilled Manual,M,M,Yes,1,0,0,53178,71,No,46,Detroit,48201,Michigan
Partial College,Skilled Manual,M,S,No,2,0,0,86015,66,Yes,46,St. Louis,63101,Missouri
Partial College,Skilled Manual,M,M,Yes,2,0,0,90455,72,Yes,46,Tampa,33601,Florida
Partial College,Clerical,M,M,No,2,0,2,57619,68,No,78,Tulsa,74101,Oklahoma
High School,Skilled Manual,F,M,No,2,0,4,22714,40,No,77,Albuquerque,87101,New Mexico
High School,Skilled Manual,F,M,Yes,2,0,4,25480,45,No,77,Colorado Springs,80901,Colorado
Partial College,Clerical,F,M,No,2,0,2,44555,45,No,77,Detroit,48201,Michigan
Partial High School,Clerical,M,M,Yes,2,1,2,29852,78,No,76,Albuquerque,87101,New Mexico
Partial College,Skilled Manual,M,M,Yes,2,0,0,98816,81,No,46,Chicago,60601,Illinois
Partial High School,Clerical,M,S,No,2,0,0,43947,66,No,47,Lincoln,68501,Nebraska
Partial High School,Clerical,M,S,No,2,0,0,53403,65,No,47,Saint Paul,55101,Minnesota
Partial College,Skilled Manual,F,S,Yes,1,0,0,43226,42,No,47,Fresno,93701,California
Partial College,Skilled Manual,M,S,No,1,0,0,44300,59,No,47,Las Vegas,89101,Nevada
Partial College,Skilled Manual,F,M,Yes,2,0,0,71307,49,No,47,San Francisco,94101,California
Partial College,Skilled Manual,M,M,No,2,0,0,85099,77,No,47,Seattle,98101,Washington
Partial High School,Clerical,F,M,Yes,2,1,2,22950,50,No,75,Irvine,92602,California
Partial High School,Clerical,F,M,Yes,2,1,2,20866,52,No,75,Fort Worth,76101,Texas
Partial College,Clerical,M,M,No,2,0,3,58357,74,No,74,Portland,97201,Oregon
Bachelors,Management,M,M,Yes,2,0,2,72653,78,No,74,Plano,75023,Texas
High School,Skilled Manual,M,M,Yes,2,0,3,56359,71,No,73,Raleigh,27601,North Carolina
High School,Skilled Manual,F,M,No,2,0,3,53680,48,No,73,Tampa,33601,Florida
High School,Skilled Manual,M,M,Yes,2,0,3,45164,73,No,73,Chula Vista,91910,California
High School,Skilled Manual,M,M,No,2,0,3,53696,71,No,74,Atlanta,30301,Georgia
Partial College,Skilled Manual,F,S,No,2,0,0,68074,47,No,44,Fort Worth,76101,Texas
High School,Skilled Manual,F,M,Yes,2,0,3,42143,47,No,73,Indianapolis,46201,Indiana
High School,Skilled Manual,F,M,Yes,2,0,3,38307,40,No,72,Orlando,32801,Florida
Partial College,Skilled Manual,F,S,No,2,0,2,92105,55,Yes,70,Chula Vista,91910,California
Partial College,Skilled Manual,F,S,Yes,2,0,0,40208,41,Yes,49,Cleveland,44101,Ohio
High School,Skilled Manual,F,S,Yes,2,0,0,56335,47,No,49,St. Louis,63101,Missouri
High School,Skilled Manual,F,S,Yes,2,0,0,45599,44,Yes,49,Honolulu,96801,Hawaii
Partial College,Skilled Manual,F,S,No,2,0,0,66889,45,No,49,St. Louis,63101,Missouri
High School,Skilled Manual,M,M,Yes,2,0,0,52996,72,No,50,Corpus Christi,78401,Texas
High School,Skilled Manual,F,S,Yes,2,0,0,26711,41,No,50,Tulsa,74101,Oklahoma
Partial College,Professional,M,M,No,2,0,0,86596,79,No,51,Jersey City,7302,New Jersey
Partial College,Professional,F,S,No,2,0,0,75949,46,Yes,51,Phoenix,85001,Arizona
Partial College,Professional,F,M,Yes,2,0,0,70860,51,Yes,48,Los Angeles,90001,California
High School,Skilled Manual,M,S,No,2,0,2,107387,72,Yes,69,Tulsa,74101,Oklahoma
High School,Skilled Manual,M,M,Yes,2,0,2,114715,86,No,69,Anchorage,99501,Alaska
High School,Skilled Manual,M,M,No,2,0,2,80168,71,No,69,San Antonio,78201,Texas
High School,Professional,F,S,No,2,0,2,90680,50,No,67,Bakersfield,93301,California
Graduate Degree,Management,M,S,No,2,1,1,182537,99,No,66,Irvine,92602,California
Bachelors,Management,M,S,Yes,1,0,0,115141,77,Yes,51,New Orleans,70112,Louisiana
Partial College,Professional,F,M,Yes,2,0,0,73622,52,No,50,Tulsa,74101,Oklahoma
Partial College,Professional,F,M,Yes,2,0,0,87703,51,No,50,Jacksonville,32099,Florida
Graduate Degree,Management,F,M,Yes,3,1,1,151900,70,Yes,65,San Diego,92101,California
Graduate Degree,Management,M,S,No,3,0,0,181787,88,Yes,65,Omaha,68101,Nebraska
Partial High School,Skilled Manual,F,S,No,2,0,2,82182,48,No,67,El Paso,79901,Texas
Partial High School,Skilled Manual,F,S,Yes,2,0,2,82355,47,Yes,67,Virginia Beach,23450,Virginia
High School,Professional,F,M,No,2,0,2,78259,51,No,68,Newark,7101,New Jersey
High School,Professional,F,S,Yes,2,0,2,69832,44,No,67,Chula Vista,91910,California
Partial College,Professional,M,M,Yes,0,1,2,88358,97,No,67,Chula Vista,91910,California
Bachelors,Professional,F,M,Yes,4,5,5,103492,105,Yes,57,Portland,97201,Oregon
Bachelors,Professional,F,M,Yes,0,4,4,113086,92,Yes,57,Albuquerque,87101,New Mexico
Partial College,Skilled Manual,F,S,No,1,0,1,71905,51,No,62,Stockton,95201,California
Bachelors,Professional,M,M,Yes,1,0,1,96071,86,Yes,62,Tampa,33601,Florida
Bachelors,Professional,F,M,Yes,1,0,1,98560,58,No,62,Tucson,85701,Arizona
Graduate Degree,Management,M,S,No,1,0,0,133994,80,Yes,58,Phoenix,85001,Arizona
Bachelors,Professional,M,S,Yes,1,0,0,128240,83,Yes,58,Greensboro,27401,North Carolina
Graduate Degree,Management,M,S,Yes,2,0,0,185263,80,No,58,Raleigh,27601,North Carolina
Partial College,Skilled Manual,M,M,Yes,1,0,1,94869,82,No,64,Portland,97201,Oregon
Partial College,Skilled Manual,M,M,Yes,1,0,1,97912,84,No,64,Plano,75023,Texas
Partial College,Skilled Manual,M,M,Yes,1,0,1,70378,79,Yes,64,Oklahoma City,73101,Oklahoma
Bachelors,Professional,M,M,Yes,1,0,1,114392,84,No,65,San Francisco,94101,California
Bachelors,Professional,M,S,No,1,0,0,106033,75,Yes,59,Charlotte,28201,North Carolina
Bachelors,Professional,M,M,Yes,4,5,5,145976,166,Yes,59,Cleveland,44101,Ohio
Bachelors,Professional,M,M,Yes,4,5,5,127380,170,Yes,59,Aurora,80010,Colorado
Bachelors,Professional,F,M,Yes,4,5,5,118399,106,Yes,59,Oakland,94601,California
Bachelors,Professional,F,S,Yes,1,0,0,94668,51,No,60,Kansas City,64101,Missouri
Bachelors,Professional,F,S,No,1,0,0,79082,45,No,60,Dallas,75201,Texas
Bachelors,Professional,M,S,Yes,1,0,0,89913,79,Yes,61,Kansas City,64101,Missouri
Partial College,Skilled Manual,F,S,Yes,1,0,1,67723,55,No,62,Jacksonville,32099,Florida
Bachelors,Professional,M,M,Yes,2,4,5,100398,148,Yes,62,Minneapolis,55401,Minnesota
Bachelors,Professional,F,M,Yes,2,4,5,75190,86,No,62,Aurora,80010,Colorado
Bachelors,Professional,M,S,Yes,1,0,2,125809,81,No,66,St. Louis,63101,Missouri
Bachelors,Management,M,S,No,1,0,2,127622,81,Yes,66,Colorado Springs,80901,Colorado
Partial College,Skilled Manual,M,M,Yes,1,0,1,107913,88,Yes,67,Irvine,92602,California
Partial College,Clerical,M,M,No,2,0,2,72469,72,No,89,Oakland,94601,California
High School,Skilled Manual,F,M,Yes,2,1,2,31764,53,No,75,San Jose,95101,California
High School,Skilled Manual,M,S,Yes,2,0,0,62840,64,No,48,Fort Wayne,46801,Indiana
High School,Skilled Manual,M,M,Yes,2,0,0,54916,71,No,48,Chicago,60601,Illinois
High School,Skilled Manual,M,S,Yes,2,0,0,40664,58,No,48,Tulsa,74101,Oklahoma
High School,Skilled Manual,M,M,Yes,2,0,0,53305,68,No,49,Chula Vista,91910,California
High School,Skilled Manual,F,S,No,2,0,0,34248,45,No,48,Newark,7101,New Jersey
High School,Skilled Manual,F,S,Yes,2,0,0,34986,40,No,48,Pittsburgh,15201,Pennsylvania
High School,Skilled Manual,F,M,Yes,2,0,0,53158,48,No,44,Seattle,98101,Washington
High School,Skilled Manual,M,S,No,2,0,0,51487,65,No,44,Detroit,48201,Michigan
High School,Skilled Manual,M,M,Yes,2,0,0,54758,67,No,44,Philadelphia,19101,Pennsylvania
High School,Skilled Manual,M,S,No,2,0,0,48754,62,No,44,Oklahoma City,73101,Oklahoma
High School,Skilled Manual,M,M,No,2,0,0,46919,67,No,44,Kansas City,64101,Missouri
High School,Skilled Manual,M,M,No,2,0,5,24921,63,No,78,Durham,27701,North Carolina
Bachelors,Management,M,S,Yes,2,0,2,65113,53,No,87,Plano,75023,Texas
Partial High School,Clerical,F,M,No,2,0,0,47667,48,Yes,47,Seattle,98101,Washington
Partial High School,Clerical,M,S,No,2,0,0,52864,69,No,47,Orlando,32801,Florida
High School,Skilled Manual,F,S,No,2,0,0,37814,40,No,47,Santa Ana,92701,California
High School,Skilled Manual,F,M,Yes,2,0,0,51283,47,No,48,Newark,7101,New Jersey
Partial High School,Clerical,M,S,No,2,0,0,42567,63,No,45,Baltimore,21201,Maryland
High School,Skilled Manual,F,M,Yes,2,0,0,42578,54,No,45,St. Louis,63101,Missouri
Bachelors,Management,F,M,Yes,2,0,2,67275,42,No,83,Stockton,95201,California
Bachelors,Management,M,M,Yes,2,0,2,70381,71,No,82,Oklahoma City,73101,Oklahoma
Graduate Degree,Management,F,S,Yes,1,0,2,84261,45,No,82,Austin,73301,Texas
Bachelors,Management,F,S,Yes,2,0,2,65793,40,No,81,Kansas City,64101,Missouri
Partial College,Skilled Manual,F,S,No,1,0,0,42526,39,No,48,Albuquerque,87101,New Mexico
Partial College,Skilled Manual,M,S,No,1,0,0,41801,62,No,48,Tampa,33601,Florida
Partial College,Skilled Manual,F,S,No,1,0,0,44488,46,No,49,Chicago,60601,Illinois
High School,Skilled Manual,F,S,Yes,2,0,0,45071,48,No,49,Tucson,85701,Arizona
High School,Skilled Manual,M,S,Yes,2,0,0,58242,68,No,49,Anaheim,92801,California
Partial College,Skilled Manual,M,M,No,1,0,0,55911,75,No,50,Charlotte,28201,North Carolina
Partial College,Skilled Manual,M,S,No,1,0,0,85854,70,No,51,Seattle,98101,Washington
Partial College,Skilled Manual,M,S,No,2,0,0,84082,76,No,52,Columbus,43085,Ohio
Partial College,Skilled Manual,M,S,No,2,0,0,94242,77,Yes,52,Boston,2101,Massachusetts
Partial College,Skilled Manual,F,S,No,2,0,0,73731,48,No,52,Houston,77001,Texas
Partial College,Skilled Manual,F,M,No,2,0,0,76545,54,No,53,Chula Vista,91910,California
Bachelors,Management,F,S,No,1,0,0,104426,49,Yes,52,Lexington,40502,Kentucky
Bachelors,Management,F,S,No,1,0,0,116925,48,No,56,Mesa,85201,Arizona
Bachelors,Management,F,S,No,1,0,0,125713,45,No,56,Denver,80201,Colorado
Bachelors,Management,F,S,Yes,2,0,1,101366,50,Yes,57,Philadelphia,19101,Pennsylvania
Graduate Degree,Management,F,S,Yes,1,1,1,148078,69,Yes,57,Chicago,60601,Illinois
Bachelors,Management,F,M,Yes,2,1,1,139531,69,No,57,Tulsa,74101,Oklahoma
Graduate Degree,Management,M,S,No,2,0,0,193575,85,Yes,57,Lexington,40502,Kentucky
Partial College,Manual,M,M,Yes,1,0,0,24142,66,No,45,Indianapolis,46201,Indiana
Partial College,Manual,M,M,No,1,0,0,18328,66,No,44,Albuquerque,87101,New Mexico
Partial College,Manual,M,S,Yes,1,0,0,17025,57,Yes,46,Fresno,93701,California
High School,Manual,F,M,Yes,2,0,0,26002,48,No,48,Corpus Christi,78401,Texas
Bachelors,Clerical,F,M,Yes,0,0,0,18427,40,No,45,Riverside,92501,California
Bachelors,Clerical,M,M,Yes,0,0,0,33354,68,No,46,Plano,75023,Texas
High School,Manual,M,S,No,0,1,1,20400,67,Yes,48,Long Beach,90801,California
Bachelors,Clerical,M,S,Yes,0,0,0,31910,62,No,47,Aurora,80010,Colorado
Partial College,Manual,F,S,No,0,0,0,23238,37,No,47,Phoenix,85001,Arizona
Partial College,Manual,M,M,Yes,0,0,1,17598,57,No,81,Anaheim,92801,California
Partial College,Manual,M,M,Yes,0,0,2,23403,59,No,81,El Paso,79901,Texas
Partial College,Manual,F,M,Yes,1,0,2,19405,38,No,81,Los Angeles,90001,California
Partial College,Manual,M,S,Yes,1,0,2,17614,51,No,81,Albuquerque,87101,New Mexico
Graduate Degree,Clerical,F,M,Yes,0,0,4,50242,49,No,63,Virginia Beach,23450,Virginia
High School,Manual,F,S,No,1,1,1,14272,47,No,64,Dallas,75201,Texas
High School,Manual,M,M,Yes,1,1,1,24111,74,Yes,64,New Orleans,70112,Louisiana
Partial College,Manual,F,S,No,0,1,1,17228,48,Yes,64,Fort Worth,76101,Texas
High School,Manual,M,M,Yes,1,1,1,27824,81,No,65,Kansas City,64101,Missouri
High School,Manual,M,S,No,1,1,1,20592,69,No,65,Columbus,43085,Ohio
Partial College,Manual,F,M,Yes,1,0,2,31560,45,No,65,Omaha,68101,Nebraska
Graduate Degree,Clerical,M,M,Yes,0,0,1,66645,77,No,66,Miami,33101,Florida
Graduate Degree,Clerical,M,M,Yes,0,0,1,65685,74,No,66,Tucson,85701,Arizona
Bachelors,Clerical,M,M,Yes,0,0,3,61782,75,No,64,Phoenix,85001,Arizona
Bachelors,Clerical,M,M,Yes,0,0,3,56531,68,No,65,Saint Paul,55101,Minnesota
High School,Manual,F,S,Yes,0,2,2,12716,46,No,54,Bakersfield,93301,California
Partial College,Manual,M,S,No,1,0,0,13024,58,No,54,Colorado Springs,80901,Colorado
Partial College,Manual,M,S,No,1,0,0,13773,54,No,54,Lincoln,68501,Nebraska
Bachelors,Clerical,M,M,Yes,0,0,0,57400,76,No,54,San Antonio,78201,Texas
Graduate Degree,Clerical,F,M,Yes,0,0,0,51897,50,No,54,San Antonio,78201,Texas
Partial College,Manual,M,S,No,1,0,0,29270,57,No,55,Milwaukee,53201,Wisconsin
Bachelors,Clerical,M,S,Yes,0,0,0,75595,74,No,55,Orlando,32801,Florida
Graduate Degree,Clerical,M,S,Yes,0,0,0,87827,72,No,55,Los Angeles,90001,California
Graduate Degree,Clerical,M,S,Yes,0,0,0,85901,71,No,55,Mesa,85201,Arizona
Graduate Degree,Clerical,F,M,Yes,0,0,0,50168,49,Yes,55,New Orleans,70112,Louisiana
Graduate Degree,Clerical,F,S,Yes,0,0,0,71878,50,Yes,55,Stockton,95201,California
Graduate Degree,Clerical,M,M,Yes,0,0,0,78489,75,No,55,Greensboro,27401,North Carolina
Graduate Degree,Clerical,F,M,Yes,0,0,0,69656,54,No,55,Tampa,33601,Florida
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,57258,46,Yes,55,Corpus Christi,78401,Texas
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,55296,48,Yes,55,Atlanta,30301,Georgia
Bachelors,Clerical,F,M,No,2,0,3,28510,32,No,2,Santa Ana,92701,California
Partial College,Manual,F,S,Yes,2,0,3,17668,40,No,73,San Diego,92101,California
Partial College,Manual,M,M,Yes,1,0,2,27952,65,No,73,San Francisco,94101,California
High School,Manual,F,S,Yes,0,3,3,13468,59,No,56,Toledo,43601,Ohio
High School,Manual,F,S,Yes,0,3,3,18589,59,Yes,56,Arlington,76010,Texas
Partial College,Professional,F,S,No,2,0,5,87920,50,No,80,Miami,33101,Florida
Bachelors,Management,F,S,No,4,4,4,127435,83,Yes,80,San Francisco,94101,California
High School,Professional,F,M,Yes,3,1,5,66912,62,No,79,Fort Worth,76101,Texas
High School,Professional,M,M,Yes,3,1,5,90824,83,No,79,Denver,80201,Colorado
Bachelors,Management,F,M,Yes,4,4,4,122709,93,Yes,79,Philadelphia,19101,Pennsylvania
Partial College,Professional,F,M,No,2,0,5,98088,53,No,78,Durham,27701,North Carolina
Partial College,Professional,M,M,No,2,0,5,122772,81,No,78,Durham,27701,North Carolina
Partial College,Professional,F,S,No,2,0,5,99664,49,No,78,Baltimore,21201,Maryland
Bachelors,Management,F,S,Yes,4,3,3,102645,71,No,78,Detroit,48201,Michigan
Bachelors,Management,M,M,Yes,4,3,3,131389,125,Yes,78,Oakland,94601,California
Bachelors,Management,F,M,Yes,0,4,4,111605,87,No,78,Anaheim,92801,California
Partial College,Professional,M,M,Yes,4,4,4,158799,154,Yes,70,Arlington,76010,Texas
Bachelors,Management,M,M,Yes,2,5,5,164758,167,Yes,71,Charlotte,28201,North Carolina
Partial College,Professional,M,S,Yes,2,1,4,120305,90,Yes,72,Dallas,75201,Texas
Partial College,Professional,F,M,Yes,2,1,4,92325,66,No,72,Saint Paul,55101,Minnesota
Partial College,Professional,M,M,Yes,4,4,4,121696,142,Yes,72,Jacksonville,32099,Florida
High School,Professional,F,M,Yes,3,1,4,112115,62,Yes,73,Minneapolis,55401,Minnesota
High School,Professional,F,M,No,2,1,4,119369,61,Yes,73,Lexington,40502,Kentucky
Partial College,Professional,M,M,No,2,5,5,158269,167,Yes,74,Atlanta,30301,Georgia
High School,Management,M,M,Yes,3,1,4,120928,97,Yes,74,Baltimore,21201,Maryland
Partial College,Management,F,S,Yes,4,4,4,111608,85,Yes,74,Austin,73301,Texas
Partial College,Management,F,M,No,3,5,5,125535,98,Yes,75,Oklahoma City,73101,Oklahoma
High School,Management,M,S,No,3,5,5,153788,146,Yes,74,San Antonio,78201,Texas
Partial College,Management,F,M,No,3,5,5,125745,103,Yes,74,St. Louis,63101,Missouri
High School,Management,F,M,Yes,3,5,5,130981,99,No,75,Honolulu,96801,Hawaii
High School,Management,M,M,Yes,4,5,5,168584,155,No,75,New Orleans,70112,Louisiana
Partial High School,Skilled Manual,F,M,Yes,4,1,5,80311,58,Yes,76,Riverside,92501,California
High School,Management,F,M,Yes,4,1,5,92344,61,No,76,Louisville,40201,Kentucky
Partial High School,Skilled Manual,M,S,Yes,4,1,4,108237,88,No,76,Charlotte,28201,North Carolina
High School,Management,M,S,Yes,2,0,5,130299,75,No,77,Santa Ana,92701,California
Partial High School,Skilled Manual,F,M,No,2,0,5,93972,54,No,77,Cincinnati,45201,Ohio
Partial High School,Skilled Manual,M,S,Yes,2,0,5,101347,74,No,77,Columbus,43085,Ohio
Partial High School,Professional,M,M,No,1,5,5,106547,151,Yes,77,Bakersfield,93301,California
Partial High School,Professional,M,M,Yes,3,5,5,173147,163,Yes,77,Toledo,43601,Ohio
High School,Management,M,S,Yes,4,5,5,168423,146,Yes,77,Washington,20001,DC
Bachelors,Professional,M,M,Yes,4,0,0,94926,75,Yes,49,Dallas,75201,Texas
Bachelors,Professional,F,M,Yes,2,0,0,102609,46,Yes,48,Lexington,40502,Kentucky
Bachelors,Professional,F,S,No,3,0,0,90289,52,No,49,Nashville,37201,Tennessee
Bachelors,Professional,M,S,No,3,0,0,126781,76,Yes,49,Phoenix,85001,Arizona
Bachelors,Professional,F,M,Yes,3,0,0,99702,52,Yes,49,Santa Ana,92701,California
Bachelors,Professional,F,S,Yes,2,0,0,98192,52,No,49,Long Beach,90801,California
Bachelors,Professional,F,S,No,2,0,0,119192,51,No,49,Omaha,68101,Nebraska
Bachelors,Professional,M,S,No,4,0,0,111409,80,Yes,50,Miami,33101,Florida
Bachelors,Professional,M,S,No,3,0,0,123999,78,No,50,San Francisco,94101,California
Bachelors,Professional,M,S,No,3,0,0,122929,80,Yes,50,Fresno,93701,California
Bachelors,Professional,F,S,No,3,0,0,125509,52,No,50,Boston,2101,Massachusetts
High School,Management,F,M,Yes,2,5,5,99717,99,Yes,50,Colorado Springs,80901,Colorado
Bachelors,Professional,M,S,No,3,0,0,132091,83,Yes,52,Fort Wayne,46801,Indiana
Bachelors,Professional,F,S,Yes,3,0,0,100899,48,No,52,Baltimore,21201,Maryland
Bachelors,Professional,M,M,No,3,0,0,125010,83,No,52,Colorado Springs,80901,Colorado
Partial College,Management,F,S,Yes,3,5,5,129980,94,Yes,51,Jersey City,7302,New Jersey
Bachelors,Professional,F,M,No,3,0,0,109819,55,No,52,San Antonio,78201,Texas
Bachelors,Professional,F,S,No,3,0,0,116003,52,No,52,Newark,7101,New Jersey
High School,Management,F,M,Yes,3,5,5,109783,100,Yes,52,Irvine,92602,California
